textID,text,selected_text,sentiment
3846df112f, you said you **** up your nose!,**** up your nose!,negative
313cf37734,  That`s no good. I`m sorry,That`s no good. I`m sorry,negative
6f99793f65,  does it mean you will b going 2 bed earlier on Mondays?,does it mean you will b going 2 bed earlier on Mondays?,neutral
c63d292edc, your understanding would require taking paragraph 3 out of context. But para5 COULD lead to opting out of EVERY class.,your understanding would require taking paragraph 3 out of context. But para5 COULD lead to opting out of EVERY class.,neutral
b7f7417fae,great party alenka!!  happy birthday chicky! <3,great party alenka!!  happy birthday chicky!,positive
ee0b6f2027,Done some positive affirmation now back to the Japanese yay for bank holiday Monday,positive,positive
f3d9d6947b, U SO funny but u right! I like BSB but Im not as fan than U I love much better Tupac & TLC..2 bad they`re not singing anymore,U SO funny but u right! I like BSB but Im not as fan than U I love much better Tupac & TLC..2 bad they`re not singing anymore,neutral
1ca52945d1,Missing you all deeply,Missing you all deeply,negative
c84d50ca46,FINALLY DONE WITH MY PROJECT !  now its 3:12 am  haha goodnights ! <3,FINALLY DONE WITH MY PROJECT !  now its 3:12 am  haha goodnights ! <3,positive
12864e516a,I dreamt someone committed suicide w a drip stand!  - http://tweet.sg,I dreamt someone committed suicide w a drip stand!,neutral
e0a6f451c8,work work work. my desk is a sea of papers and I am the dinghy being tossed about in its waves.,work work work. my desk is a sea of papers and I am the dinghy being tossed about in its waves.,neutral
cf92786094," that is awesome!  spent the day studyin, chillin a lil b4 goin to bed, its slowly gettin colder in Paraguay, winter is comin",that is awesome!,positive
ba0fa7443e,just contributed to economic stimulus at Wal Mart - un expected tire replacements,just contributed to economic stimulus at Wal Mart - un expected tire replacements,neutral
c6bf7c5635, no im not  cries LOL,cries,negative
c15ddf097f,I want to change my twitter name but I can`t think of anything,I want to change my twitter name but I can`t think of anything,neutral
6117fbee73, oh **** that sucks,sucks,negative
20256fa065,Searching for Dr. Scholl`s sandal inserts for men. It seems they only make them for women,Searching for Dr. Scholl`s sandal inserts for men. It seems they only make them for women,neutral
f25e549db9,AC getting installed today,AC getting installed today,neutral
c89b84685c,"traveling alone makes i meet new people,new circle ..strangers become friends",friends,positive
c7e5d03c36, i cant even call a **** man  **** on bogus ****. yah digg?,i cant even call a **** man  **** on bogus ****. yah digg?,neutral
b9de5cce2d,"Happiness comes from within...so the fact that it is a gray, rainy, Monday doesn`t bother me. Well, not too much.",Monday doesn`t bother me.,positive
e1cc8e8beb, OH THAT`S GOOD! My top 4 are: The Haunted House/Sound one; Bakery; Inside Ralphie`s body; & ..... I FORGET!!,OH THAT`S GOOD!,positive
6dfe561162,"get down tonight: http://bit.ly/QxXhi  the bridesmaids, moms, bride & I rockin` the reception","moms, bride & I rockin` the reception",positive
56f48da395, I`m doing all of Russia today! Because I`m cracking on with Economics tommorow  I`m retaking aswell :/,I`m doing all of Russia today! Because I`m cracking on with Economics tommorow  I`m retaking aswell :/,neutral
ea76e52729,eye still hurts  I Think I`ll go sleep now...,hurts,negative
167f7748e2,lots of Reqs today.... no fun,no fun,negative
b66503f26a,has just discovered a great site!,great,positive
2ef17bd974,sorry dunners just saw your tweet! totally let you down im so sorry babe  was at work till 8.30 very boooooo,boooooo,negative
d5ebd5f984, You win ... SIGH Rakeem,win,positive
8cac574603,read twilight and new moon keen to read eclipse and breaking dawn hmm twilight was better then new moon but there still awesome,there still awesome,positive
7b7f6aa54f," check out her new song 'sentimental, wat-a-joke-ental' she`s a fren  www.last.fm/music/marple+meg","check out her new song 'sentimental, wat-a-joke-ental' she`s a fren",neutral
53d89f890f, Because you`re not exactly in those parts of Northern Emirates  It was 5.3 Richter I think.,Because you`re not exactly in those parts of Northern Emirates  It was 5.3 Richter I think.,neutral
e9c80bc8be,"Just found out my kitty isn`t pregnant  its a good thing though, we are going to adopt one instead",good,positive
cae29fbc4b,  no FF tweet for me?,no FF tweet for me?,neutral
520886a896,I have a headache. Also we are dealing with a lice outbreak. My lovely hair has been affected.,My lovely hair has been affected.,negative
13259c1890, - we wouldn`t miss it for the world!  ICCVB meetings  Mon-Wed....  the fun is just beginning,the,positive
c48e16fcba,my sunburn hurts,hurts,negative
89e7895985,"**** - Apple store is down for updates... what`s coming, I wonder?",****,negative
d497141ca8, me too,me too,neutral
51982c19c6,_lu I must be getting old and bent: that is the second thing you`ve said in the last couple of days that has not really been a turnon,not really been a turnon,negative
f1249e2218,I loveeee NY! Getting breakfast then gonna go mimis I`m sooo tiredddd! missing him ODeeee! Love you,I loveeee NY! Getting breakfast then gonna go mimis I`m sooo tiredddd! missing him ODeeee! Love you,neutral
57dcad6611, hey Phillll! Wazzuppppp?!,hey Phillll! Wazzuppppp?!,neutral
688e58880b, me and dee mack talking about your baby!  She`s almost all grown up!,She`s almost all grown up!,positive
9f03acc2ae,history project,history project,neutral
1915bebcb3,headache  wanna see my Julie,headache,negative
42ff56c921,I do NOT feel good today,do NOT feel good,negative
5ef969f006," wow, that`s cool  bytheway, i love your new TV show",i love,positive
776f8b4f8f," ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x",good!,positive
4aea4096a2, yay!! we`ll all move!! sorry dh is being Grr...  ****,sorry,negative
2dcd8766a8,yellow for   ? http://blip.fm/~5z05g,yellow for   ? http://blip.fm/~5z05g,neutral
7a5ad3457b,just got back from Danas. watching Roseanne before I start to get ready for work,just got back from Danas. watching Roseanne before I start to get ready for work,neutral
11e4db5f9b,MORNING!!! Hope you all have a lovely holiday Monday whatever you are goin to be up to!,lovely,positive
672a2ac41d, lol wat u making me come all da way overr there for?v,lol wat u making me come all da way overr there for?v,neutral
64faf882c1,Looking for accessories for my #livescribe smartpen.. not many sources here in germany for it.,not many sources here in,negative
adbc8867cd, It`s lying,It`s lying,neutral
9e29389b44,swoobs and swass.... why the hell is air not on TODAY when I am packing  blech,why the hell is air not on TODAY,negative
2ee8f711cc,"I kno I`m behind the times on this one, but I just learned that Troy 't-bag' Dixon died back on dec. 8th 2008. RIP Troy.","I kno I`m behind the times on this one, but I just learned that Troy 't-bag' Dixon died back on dec. 8th 2008. RIP Troy.",neutral
08f426ac89, I totally did go! and he was AMAZING. He`s is the reason I bought the tix. He only did 3 songs. But Blood Bank was 1.,he was AMAZING.,positive
ee0173c38c,Playing see you again-miley cyrus in the shop,Playing see you again-miley cyrus in the shop,neutral
e4c637df1d,"Twitter, you just fail at life sometimes.  Oh well. http://tinyurl.com/qkxh7q",fail at life sometimes.,negative
a946e76161, **** **** and blast!  I`m at LMHR tomorrow and Sam out   Who is running it?  I could see if she could join next week?,blast!,positive
5d8369af1d, i couldn`t **** sleep today either. it was hard for me to stay asleep for some reason,hard,negative
ec856e2037, I would if I was home,I would if I was home,neutral
ff2721a3b4,_morley where are you? In Bris? I can`t hear any thunder,I can`t hear any thunder,negative
89e8e2bc5c, always good to see you - even in cyberspace,always good to see you,positive
10a45dccab,1 month 3 wks till the big day!   ~CSH,1 month 3 wks till the big day!   ~CSH,neutral
7cdcf02492,Haih.. Cannot sleep lar..,Haih.. Cannot sleep lar..,neutral
bbc6126c96,"I want to see my friends  Mindless fun. No work, all play. All drunk, all walwal. All being mean to each other and sleeping in one bed",my friends  Mindless fun.,positive
42ee0e4339, yeah dropped the bike yesterday.Leg got caught below the engine.bikes not got a mark on it mind   I`m trying to avoid stairs lol,yeah dropped the bike yesterday.Leg got caught below the engine.bikes not got a mark on it mind   I`m trying to avoid stairs lol,neutral
ae46261e69,So confused about what to do?,So confused about what to do?,neutral
97e35f9a82,"Sometimes games are cruel because they`re not real... like last night when I won $128,600 on Wheel of Fortune",cruel,negative
4f43821b72,I think at this rate.. Ill be in class until 4... Sigh.,Sigh.,negative
c02977bde0,**** IT!! _____________,**** IT!!,negative
1d46f0705c,"has had a wonderful day with some gorgeous girls, followed by dinner and drinks with the Swedes",wonderful,positive
7225190154,just dropped my biscuit in my tea,just dropped my biscuit in my tea,neutral
4ecaa31afa,) no more Chemistry!!! I`m gonna choose English. I find it (Chem.) kinda boring in the end! gonna help people < who choose Chem>,boring,negative
0dc469bbc8,i hate being sick. i miss   and ,i hate being sick.,negative
c8058d9a2e, sounds like my kinda day,my kinda day,positive
1d8f09c16c," I still haven`t figured out what to do with them, sadly  So It`ll take some more research before I know what`s what.",sadly,negative
58746ef932,Mcfly evolution for the 4th time round,Mcfly evolution for the 4th time round,neutral
d478a9419c,Earthlink says our modem is dead.  They want me to buy a new one or sign up for a one year contract ARGH!!!,dead.,negative
a860dd0243,Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though,Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though,neutral
35124a7481," It`s been fine for me for like, a week, but now it just won`t load.","It`s been fine for me for like, a week, but now it just won`t load.",neutral
aefe4a32b6," not this part, unfortunately.",unfortunately.,negative
9388748d89,perfect night in nj.,perfect night,positive
edb09d9ab2, morning,morning,neutral
882d707aca,**** it. Totally gutted I decided not to go out tonight. Roni Size is DJing,**** it. Totally gutted,negative
7452b730f8, Yeah ill make sure i keep you updated.. i get it all delivered,Yeah ill make sure i keep you updated.. i get it all delivered,neutral
8ea8d240e3,Paid bills. We get water and electricity for another month  Woot.,Paid bills. We get water and electricity for another month  Woot.,neutral
81c700108c,Am i the only one experiencing problems logging into digital point forums ???,problems,negative
c365bf1d6a, I did?!  yay! Where did I get that extra ï¿½300 from? Hmm.. anyway  I`m going to be partying hard when I get it,yay!,positive
e08be332c6,At home now. Feeling very tired. I want to take a nap but I can`t.,tired.,negative
db7c1a0bd2,Revision continues. Getting so bored and tired. I can`t wait to get out and do interesting things. Only a week and half left though,bored,negative
150073b9ca, Welcome back!,Welcome back!,neutral
754ebd84b4,http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,Me at Forever 21  Ethan couldn`t be there,negative
397392f0d9, WORD!!!!!,WORD!!!!!,neutral
b0cb3493af,Greg Pritchard was ROBBED of a place in the final of BGT... Cry baby ****-face got through instead,****-face,negative
5b322d3b8d, I would have to agree on the Bacon Cupcake... Would rather drive 2 the shop instead of 2 the office,I would have to agree on the Bacon Cupcake... Would rather drive 2 the shop instead of 2 the office,neutral
7e1757d4f0,"Unfortunatley, AerLingus no longer fly to Copenhagen so we`re have to fly Ryanair to Billund and drive up to Copenhagen one of the days!","Unfortunatley,",negative
05a2d110ab,Bed. Church in the morning. Happy mothers day,Happy,positive
0e29becacb," Try have a read of the Paul Mckenna book I Can Make You Thin, it has some good advice on how bad traditional 'diets' are","Try have a read of the Paul Mckenna book I Can Make You Thin, it has some good advice on how bad traditional 'diets' are",neutral
5dac77c4b2,"is on allegra, flonase and a steroid inhaler for the rest of the allergy season. throat still hurts from the asthma",throat still hurts from the asthma,negative
b6d6bc6ca1," I would if I was drivin :\ hahaha. but get me a Carol C. Special, yeah?","I would if I was drivin :\ hahaha. but get me a Carol C. Special, yeah?",neutral
b1a3fd165d,just realized tonight`s Drake,just realized tonight`s Drake,neutral
6422d8044b, yeah.. gives me something useless to crib abt,useless,negative
1cafbadd63, you suck,you suck,negative
cfa79ad5e9," Thanks for all of the awesome tweets LeeLoo, glad you enjoyed the weekend.",awesome,positive
462a4f7d7f,HAPPY MOTHERS DAY TO ALL THE MOTHERS OUT THERE!!!!!!!,HAPPY MOTHERS DAY,positive
570fbfc87a,"going to shibuya, meet my mom, get my contact lenses, then shinjuku","going to shibuya, meet my mom, get my contact lenses, then shinjuku",neutral
3309a0e03d,  If only my writing wasn`t so scrub.,If only my writing wasn`t so scrub.,neutral
e9af6b875c,welcome to the family new pillow  im going to lay my head on you tonight!!!,welcome to the family new pillow,positive
93ac58f3c5," I will take lots of pics! it is really pretty there, lots of palm trees.","I will take lots of pics! it is really pretty there, lots of palm trees.",positive
4a96249939,We got JoJo in for free and free drinks for Mom! My kind of night,My kind of night,positive
e4eed099b7,"  I love you, though!",I love,positive
c496965a9c," oh naw; ill always be dha same cece, but when chanqes are needed ill make them","oh naw; ill always be dha same cece, but when chanqes are needed ill make them",neutral
6402e14398,"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??","Seriously,",negative
8427060c30,Another day @ Casino de Montreal,Another day @ Casino de Montreal,neutral
c5e01002ce," Keep it that long, people can ffwd if they like (now, if you did AAC w/ chapter markers...","Keep it that long, people can ffwd if they like (now, if you did AAC w/ chapter markers...",neutral
0ff1b75e96,totally overstressed ... going to work now ... just want the college work to go away ... i don`t wanna fail,totally overstressed,negative
2f955c2829,I am probably spamming my follower`s account.,spamming,negative
55f9d3b9cb, that`s how it is supposed to be and sometimes we get too busy to recognize that but always family after God,that`s how it is supposed to be and sometimes we get too busy to recognize that but always family after God,neutral
2a7ced36f3,the last song all american rejects.......... an amazing song,an amazing song,positive
edba2e5548,awake sadly        seeing Leon today !,sadly,negative
212bd2774f,omg himym! one of the best shows on earth,one of the best shows on earth,positive
a4fed9b17d, Wish I was in ATL!!,Wish,positive
a2b1222f38,missing  lol. plaid bud. haha. **** i can`t do the BG right.,missing  lol. plaid bud. haha. **** i can`t do the BG right.,negative
25e1b56bb2,"At the doctor`s office, waiting for Dr. Sufka to see me. Tired of being sick  hope everyone else is having better Friday than me.",sick,negative
862dd2c832,Listening to Music Box.  When Mariah could still sing,Listening to Music Box.  When Mariah could still sing,neutral
49a53747b6," Oh, I see. Daily life shots? It`ll be interesting as well.",interesting,positive
895d099dd1,is ur boyfriend better than mine? hell no!,hell no!,negative
7064b9368a,"#web20 -- a good metaphor in democratic process: Truth is better served, not by transparency --  but by the opaqueness of private `Vote`","Truth is better served, not by transparency --  but by the opaqueness of private `Vote`",positive
3ee09d7a21,"I miss the old... HA, HA. I can`t tell that person`s name.",miss,negative
27519b1834,"_K Why thank you ver much!  I appreci-****-ate the compliment. I do my level best, you know. Can`t let mother down.","Why thank you ver much!  I appreci-****-ate the compliment. I do my level best, you know. Can`t let mother down.",positive
0a640d6857,is playing MYBRUTE!  follow me at: http://yhana09.mybrute.com,is playing MYBRUTE!  follow me at: http://yhana09.mybrute.com,neutral
d9c047c4de,"Happy Mother`s Day, Moms!!! You are wonderful!! Have a great day","Happy Mother`s Day, Moms!!! You are wonderful!! Have a great day",positive
ef4f50c77f,dual reject ...  http://tinyurl.com/mfm7tl,dual reject ...  http://tinyurl.com/mfm7tl,neutral
7cad826aa8, Ive been wanting 2 but will be gone 4 2 mo. & have to close my shops!,Ive been wanting 2 but will be gone 4 2 mo. & have to close my shops!,neutral
00d731fccf," dont undrstand malaysian busays.just english,tagalog at waray only","dont undrstand malaysian busays.just english,tagalog at waray only",neutral
a57435de98,is still missing her husband.    I really want him home.,is still missing her husband.,negative
185e6acbd4,Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.,play time,positive
e5871162f6,Ah! Just remembered some (hopefully good) news is coming (hopefully soon) from someone I know... once again may the *happydance* commence,(hopefully good) news is coming (hopefully soon) from someone I know... once again may the *happydance* commence,positive
7cf44f0b8b,"Hey,  I`ll be in sa then  maybe if we cross highways we can grab lunch?","Hey,  I`ll be in sa then  maybe if we cross highways we can grab lunch?",neutral
c325ff3564,Almost got sharpied in the face while falling asleep  being sick sucks!!!,sick sucks!!!,negative
ae96b752c5,I feel bad for John and Kate. And the 8.,bad,negative
e20b1cc3f7,Chillin on here,Chillin on here,positive
d177858b28," was on the list, i paid 5 to get in, but if your under 21,you cant go in and out, but it was gettin so hot, so we went outside","was on the list, i paid 5 to get in, but if your under 21,you cant go in and out, but it was gettin so hot, so we went outside",neutral
12e1f64294, anywayss to the point i am dying to spend my summer over there or somewhere hot with you guys,anywayss to the point i am dying to spend my summer over there or somewhere hot with you guys,neutral
c4c305babd,Tryin to figure all this out!! LOL,Tryin to figure all this out!! LOL,neutral
08318733dc,i hate having the same hair for too long. i think i want super looong hair now,i hate,negative
13fae7d9ab, laptop has been handed over to the master. I will be getting it back next weekend - fingers crossed! Will let you know,laptop has been handed over to the master. I will be getting it back next weekend - fingers crossed! Will let you know,neutral
fa118ed597,"Is Watching Britains Got Talent, & Is biting her nails. Please don`t come off black nail varnish","Is Watching Britains Got Talent, & Is biting her nails. Please don`t come off black nail varnish",neutral
924d2c7453, i actually need to be cleaning my house,i actually need to be cleaning my house,neutral
1faf37b828, Aye. Now I want cheesecake,Aye. Now I want cheesecake,neutral
809de300f3,Happy Mother`s Day x3 ..Mum? I love you,Happy,positive
ab1368e993, why thank you. Couldn`t resist it,why thank you. Couldn`t resist it,neutral
522f301f0a, aw i`m sorry  i was rooting for you just to let you know!,aw i`m sorry  i was rooting for you just to let you know!,positive
bc065a6e9a,I`m nauseous  I need a yogurt or something..,nauseous,negative
1743e34292,"Jesus...I`m being SLAMMED via DM`s from the Papaya lobbyists.  OK. Holy ****: Mangosteen, Durian or Papaya...or cybersecurity on a stick.",****:,negative
7ebb5158c3, Ah GDit! Ranger game this afternoon,Ah GDit! Ranger game this afternoon,neutral
44f9126138, Would you believe that I`m done with homework for the rest of my life?,Would you believe that I`m done with homework for the rest of my life?,neutral
7f3a3bc5d9,I think I might fall in love with jihoon in boys over flower.,love,positive
215112b6b0,"Had a good time at Flap-a-taco with , , and ",good,positive
86759f8798," Thanks so much my dear Damali - prayers worked, as I am much better, God willing!  Rested! Lots!  xoxo",Thanks,positive
2970779b85,Well. The jag just took a **** on my way home from training  I hope it`s just the alternator.,Well. The jag just took a **** on my way home from training  I hope it`s just the alternator.,neutral
3cde2fc066, They ended up staying late  But how was ur night?? LOL,They ended up staying late  But how was ur night?? LOL,neutral
0f2cdd75bd, Wow that`s very Buddhist o_O HOORAY JEWS,Wow,positive
8c5a1638d7,VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.,screwing,negative
9f7c258724,i am on BLAZE and my head hurts.,hurts.,negative
38fb8d60f6,I`m so sleepy my head hurts.  gnite lovers! See ya in that am !,I`m so sleepy my head hurts.  gnite lovers! See ya in that am !,neutral
a3a78146c8, My dream was about hanging out with all my friends. It was good until I woke up and they weren`t there.,It was good until I woke up and they weren`t there.,neutral
2331d16c42,DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!,Thank the heavens.,positive
1a381c4236," hahaha  Really, I`m just trying to figure out the last time he was on FB by looking at all of his friends pages","hahaha  Really, I`m just trying to figure out the last time he was on FB by looking at all of his friends pages",neutral
996630f6a0," there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM","there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM",neutral
a9d499e123,The girl in the hair salon asked me 'Shall I trim your eyebrows!' How old do I feel?,The girl in the hair salon asked me 'Shall I trim your eyebrows!' How old do I feel?,neutral
94fc4d5879,_2008 lol oh dnt worry u`l be able to squeeze it soon enough!! Hope you have a good day today!,lol oh dnt worry u`l be able to squeeze it soon enough!! Hope you have a good day today!,positive
f1e5727e6f, ...snuggles you back......everyones telling me to get over it ...but ive had her 15 years  x,...snuggles you back......everyones telling me to get over it ...but ive had her 15 years,neutral
3b0e6c2c55,IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,PAIN.,negative
13144de1ca,Crawling into my den for the night now.,Crawling into my den for the night now.,neutral
ae1596d928, Thanks! It was really fun to do. I do love those 60s romances/comedies (though that one could have used more comedy IMO).,Thanks!,positive
909c60cd85,Pretty  is it long or short? Sparkly or shiny? Lol,Pretty  is it long or short? Sparkly or shiny? Lol,neutral
6eef4f572c,the fact my room is so hot is making me feel sick,sick,negative
64794cb0a9,back to work,back to work,neutral
be72df5546,At shakas againn. No 2 dollar salads here,At shakas againn. No 2 dollar salads here,neutral
3fd07a6b6d,almost 100 cases of swine in australia. hope may still decides to come visits me,almost 100 cases of swine in australia. hope may still decides to come visits me,neutral
87eb6c1bae," Of course. I`d send it to you, but I don`t think it would survive the trip.",survive,positive
28e9ac4d78, I spoke but when niggas be looking at ya crazi all the time u just stop....  plus I always used to see yall when I just wanted,I spoke but when niggas be looking at ya crazi all the time u just stop....  plus I always used to see yall when I just wanted,neutral
22f9389e09, lol i wos gona send mine in bt i was too late  ****,bt i was too late,negative
758072a936, if mom gets paid...,if mom gets paid...,neutral
a546aa1fc0, lol yea im thinkin bday bash ! but everybodys lame wants to sit in the house instead of qo wit me  lol,lol yea im thinkin bday bash ! but everybodys lame wants to sit in the house instead of qo wit me  lol,neutral
66b1458465,wow I just had a two hour conversation with someone on omegle. it was amazing,amazing,positive
1992aedf93,My grandparents cat may die... I love that cat. I swear if he goes... / / /,My grandparents cat may die... I love that cat. I swear if he goes...,neutral
b577fb522c,The frank black (and his wifey) show was aaaaaaaaaamazing  sd trip is made!,aaaaaaaaaamazing,positive
cc624dbe31,Checkin out what new on Twitter,Checkin out what new on Twitter,neutral
02954337f9," i miss that place, but miss wegmans even more. whole foods != wegmans","i miss that place,",negative
ccecc5e63b, So I`m not seeing you this Saturday?,So I`m not seeing you this Saturday?,neutral
1f3cab50fc,Gotta get creative with these mothers day gifts. I`m gonna win them over with my love!!,love!!,positive
d1c502c42b,Geocaching.com seems to have a huge delay delivering Pocket Queries,huge delay,negative
b9f3b0da84,kicking back at home,kicking back at home,neutral
7e3753c9f1,The bunuelos were a huge hit but i had to skip shopping afterwards.  let`s see what kind of trouble i can get into here...,The bunuelos were a huge hit but i had to skip shopping afterwards.  let`s see what kind of trouble i can get into here...,neutral
df409d4a7f,Listening to: Sweet Talk 101 - Cute Is What We Aim For /// Considering taking up the GameBoy Color again. I miss chiptune.,miss,negative
